emg_col0,emg_col1,emg_col2,emg_col3,emg_col4,emg_col5,emg_col6,emg_col7,emg_col8,emg_col9,emg_col10,emg_col11
8.82347E-07,1.07175E-06,2.04989E-06,-6.10742E-06,-1.43932E-06,5.40583E-06,7.75293E-06,7.0865E-06,5.76503E-06,1.85097E-05,-7.0237E-07,8.12151E-06
1.72144E-06,1.40726E-06,5.39249E-07,-2.91825E-06,-3.14683E-07,6.07715E-06,1.02701E-05,6.75082E-06,3.49634E-06,1.44804E-05,-2.04522E-06,9.46388E-06
-1.25064E-07,2.07847E-06,-1.30709E-06,-1.91111E-06,-1.17776E-06,5.57352E-06,1.36266E-05,6.2473E-06,9.42701E-07,8.77263E-06,-3.72376E-06,1.11419E-05
-1.30016E-06,-1.03756E-07,-2.98558E-06,-1.40752E-06,-2.72663E-06,4.7342E-06,1.8158E-05,6.75087E-06,5.82008E-08,5.2469E-06,-4.22736E-06,1.13094E-05
-6.28925E-07,-1.95029E-06,-4.16053E-06,-4.00386E-07,-2.03473E-06,2.04853E-06,2.45357E-05,4.40101E-06,2.48918E-06,4.91031E-06,-3.72387E-06,1.08054E-05
1.55296E-06,-1.95047E-06,-3.82483E-06,-7.36044E-07,-8.72414E-07,3.42686E-08,3.2592E-05,1.2119E-06,4.63547E-06,3.39877E-06,-2.04543E-06,1.11407E-05
3.39914E-06,-9.43564E-07,-2.48204E-06,-2.7502E-06,-6.52188E-07,-4.69355E-07,3.46056E-05,-6.34418E-07,4.42233E-06,-1.46974E-06,-1.54193E-06,1.11402E-05
1.72049E-06,-2.72354E-07,-1.13924E-06,-4.42865E-06,6.47927E-07,-4.69431E-07,2.88982E-05,3.70038E-08,3.66406E-06,-4.65977E-06,-3.6704E-07,9.46132E-06
-4.61704E-07,6.31563E-08,8.74948E-07,-3.58937E-06,1.4202E-06,-4.69507E-07,2.5205E-05,1.37982E-06,2.28567E-06,-2.14292E-06,6.40002E-07,6.27176E-06
-6.29711E-07,1.90931E-06,1.54634E-06,-1.74299E-06,2.40619E-06,3.69662E-07,2.48688E-05,2.72264E-06,-2.77393E-07,3.89877E-06,4.721E-07,1.7394E-06
-6.29868E-07,2.74837E-06,-1.64279E-06,4.39092E-07,2.69938E-06,3.69586E-07,2.01685E-05,2.72267E-06,-1.20363E-06,7.08702E-06,3.04198E-07,-2.12156E-06
-4.65841E-06,2.07678E-06,-3.32128E-06,9.42678E-07,2.37011E-06,3.38124E-08,9.25776E-06,2.04958E-07,2.71574E-07,7.42183E-06,4.71994E-07,-8.16456E-06
-8.68695E-06,9.01654E-07,-3.48913E-06,-4.00078E-07,2.06737E-06,5.37286E-07,-5.00996E-06,-2.31275E-06,8.97608E-07,7.5888E-06,9.75489E-07,-1.7061E-05
-8.01571E-06,-7.77025E-07,-3.15343E-06,-1.74284E-06,1.0811E-06,-8.05584E-07,-2.24668E-05,-2.64843E-06,1.1462E-06,1.12806E-05,1.14329E-06,-2.6461E-05
-3.65178E-06,-2.73666E-07,-2.48204E-06,-1.0714E-06,1.33285E-06,-3.9948E-06,-4.64698E-05,-1.977E-06,1.95016E-06,1.83294E-05,-5.35259E-07,-3.48539E-05
